Topic Number for time period 0,"Word, Probability"
0,"('grund', 0.008239636135053859)","('erford', 0.006832837354842789)","('verfahr', 0.005127387412270029)","('bezug', 0.004844258386827647)","('jeweil', 0.004679357118363254)","('betreff', 0.004149386107517841)","('betroff', 0.004036921816430065)","('behoerd', 0.0039120845525651045)","('zustand', 0.0036168415969656874)","('beschwerd', 0.0035705659958020653)","('diesbezug', 0.003445167623896114)","('genehm', 0.0034200232654052866)","('erteilt', 0.0033604064749142275)","('etwa', 0.0032760016173484204)","('interess', 0.003254776376349343)","('festgestellt', 0.0031496111121718548)","('gesetz', 0.003117082205322079)","('zug', 0.0029263090611499065)","('gestellt', 0.0028454425623273697)","('einzeln', 0.002814506514266655)"
1,"('veranstalt', 0.006568968384420009)","('projekt', 0.005879433568234687)","('rahm', 0.005560314783763036)","('stadt', 0.005518591116607566)","('information', 0.004907482906264709)","('thema', 0.0046022622615176124)","('angebot', 0.004411364170712391)","('statt', 0.00435558298532086)","('fand', 0.0041708909718420365)","('rund', 0.004119939289653552)","('aktivitaet', 0.0037978211409016725)","('schwerpunkt', 0.0035988942798124775)","('zusammenarbeit', 0.0035106488710410534)","('mitarbeiterin', 0.0034966947233841254)","('zahlreich', 0.003457063482986549)","('them', 0.0034225315868953326)","('international', 0.003350582255199658)","('bereich', 0.0033352313465326556)","('gemeinsam', 0.0032468309103122115)","('oeffentlichkeitsarbeit', 0.0031235479921876965)"
2,"('sport', 0.007950429165572466)","('sportanlag', 0.006443453298877029)","('subvention', 0.006424849647316865)","('durchfuehr', 0.006104066793160176)","('erricht', 0.006006899509818005)","('sportplatz', 0.0058676366490119135)","('jugendspielplatz', 0.00569729149910021)","('sporthall', 0.005588572620522646)","('jugend', 0.005365346944734781)","('verein', 0.005261095877573298)","('sportamt', 0.0049243198778643575)","('erhalt', 0.004768004077837797)","('schnee', 0.004683707593897723)","('verwaltet', 0.004653684790866933)","('ausbau', 0.004543641399475838)","('ball', 0.004499479115013429)","('fachverba', 0.004469366467981774)","('wochen', 0.004412261518404505)","('sportstaett', 0.004393467390291823)","('turn', 0.00433368755989618)"
3,"('foto', 0.03932485120052848)","('pid', 0.027413442119205524)","('votava', 0.023630715524783335)","('museum', 0.014846684938937933)","('histor', 0.014242344162238683)","('stadt', 0.01076669953090013)","('muse', 0.010646613053568368)","('ausstell', 0.008944961221688067)","('eroeffn', 0.007829679453751348)","('roemisch', 0.006877943353880403)","('sammlung', 0.006411136281507754)","('jahrhundert', 0.006388896057329696)","('schloss', 0.006111405425181255)","('landesbildstell', 0.005627900571410114)","('ausgrab', 0.005559010677391693)","('stadtarchaeologi', 0.005363571556443668)","('hermesvilla', 0.005324947200720807)","('archaeolog', 0.00522291587035962)","('bild', 0.004966833175634967)","('schau', 0.004899839580402157)"
4,"('maerkt', 0.01717506362504515)","('verwaltungsdien', 0.013812747136409688)","('grossmarkt', 0.013213267325772198)","('technisch', 0.011227539207121575)","('marktamt', 0.011110417062338963)","('wieninzersdorf', 0.01107721093288253)","('marktordn', 0.01033975851853959)","('dienststell', 0.009401106332536989)","('markt', 0.008676525021427786)","('bertret', 0.008266832149702296)","('bedienstet', 0.008231587318372566)","('obst', 0.008113513894652537)","('kanzleibedienstet', 0.007949239987552655)","('fachbedienstet', 0.007641370998295279)","('verkehr', 0.007333411237517308)","('gelegenheitsmaerkt', 0.006624845483298493)","('rechtskund', 0.00644567230587552)","('lehrling', 0.006260088874976412)","('gerat', 0.006169197346841187)","('christbaum', 0.005720188598816124)"
5,"('ziel', 0.006158164438069547)","('wichtig', 0.005604273855200316)","('entwickl', 0.00464917635873796)","('ergebnis', 0.004135814023306045)","('bereich', 0.003616586267534397)","('unterschied', 0.0035897863038173096)","('erhalt', 0.003577954215153906)","('wenig', 0.003397856907962212)","('deutlich', 0.0031821112555788047)","('bedeut', 0.003050699140810311)","('erfahr', 0.003003818478919577)","('gibt', 0.0029635395130044066)","('stellt', 0.0028524979183088147)","('gering', 0.0028402401861462186)","('hoh', 0.0027864751952590577)","('verbesser', 0.0027602721718174377)","('zeigt', 0.0027294711777840507)","('positiv', 0.0027077955783539063)","('derzeit', 0.0027061074854601496)","('foerder', 0.002643506422011547)"
6,"('produkt', 0.011688473557118063)","('preis', 0.00810337138531719)","('versorg', 0.007230925407365205)","('zentrallag', 0.007187168137806888)","('warengrupp', 0.006809271754512499)","('moebel', 0.006671077240410619)","('quellenschutzforst', 0.006592772011360469)","('stueck', 0.006340776917276808)","('versorgt', 0.0059467081605155785)","('gegensta', 0.005809491331489183)","('werkstaettenbetrieb', 0.005741657616526457)","('gebraucht', 0.005717194617619066)","('lebensmittel', 0.005705555972892836)","('meng', 0.005683961995781592)","('wert', 0.0056154647450941024)","('landwirtschaftsbetrieb', 0.005527322757111748)","('entsorg', 0.0053231535493924315)","('wein', 0.005135308221655877)","('lagerwar', 0.005105994410658439)","('holz', 0.005022333003845735)"
7,"('mio', 0.019226893985812017)","('ats', 0.013088804745067732)","('rund', 0.01064383116117421)","('ausgab', 0.00953927925296246)","('einnahm', 0.009507603618080883)","('hoeh', 0.008833381490692424)","('eur', 0.008260444561750218)","('prozent', 0.007887384715162373)","('million', 0.007292907808193212)","('schilling', 0.005852457326584122)","('anteil', 0.005431542760225307)","('betrag', 0.005416089288838135)","('rahm', 0.0053738999833342705)","('stadtwerk', 0.005107357575238121)","('leistung', 0.0050307115729174)","('dienststell', 0.00501454872679274)","('finanz', 0.004786588423848265)","('ausgegeb', 0.0046573454625462515)","('vergleich', 0.0045868815686317625)","('verrechnet', 0.004518683022314277)"
8,"('archiv', 0.007181198323357886)","('naturschutz', 0.00708641331707271)","('natur', 0.006569662599253591)","('bestaend', 0.0064252350534093295)","('bibliothek', 0.0057734861692804685)","('vermess', 0.0051386271840646175)","('wissenschaft', 0.005119688804728983)","('dokumentation', 0.005021850935342564)","('arbeit', 0.004897747206016085)","('oesterreich', 0.004880411274439432)","('wald', 0.004835594956275757)","('erfass', 0.004327564886393254)","('bestand', 0.0043228640095666505)","('lag', 0.00419757430128466)","('umfangreich', 0.0041659444525014985)","('flaech', 0.004064155507399686)","('erfasst', 0.003981249927134408)","('lainz', 0.003920487088430859)","('tiergart', 0.003846592521549726)","('dat', 0.0038143581968921626)"
9,"('fahrzeug', 0.011156530581169766)","('abfall', 0.010690141652161074)","('abfallwirtschaft', 0.009726767183657272)","('umweltschutzabteil', 0.0071480300552513405)","('deponi', 0.006557526259662625)","('einsatz', 0.005661736391771491)","('gefaehr', 0.005557027906535538)","('entsorg', 0.005387141823939785)","('fuhrpark', 0.005191024353613564)","('strassenrein', 0.005128092360527798)","('umweltschutz', 0.005024469419744468)","('gerat', 0.0047335206365980665)","('durchgefuehrt', 0.004704615484074579)","('abteil', 0.004645057599906042)","('eingesetzt', 0.004334312346962631)","('einsaetz', 0.004256411937321886)","('schadstoff', 0.004249212096951041)","('zentral', 0.004052968269605282)","('uhr', 0.003925825354464073)","('luft', 0.00392409217675682)"
