,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.002660043,0.0060979566,0.007974413,0.006738672,0.0057608914,0.0058268644,0.006656588,0.015413313,0.02034722,0.008255283,0.008073267,0.012936797,0.009141428
1,0.011839876,0.013450715,0.01586814,0.012247172,0.007903646,0.006111795,0.007771748,0.01843472,0.018904502,0.008535656,0.007500422,0.010011238,0.009439133
2,0.0013641017,0.0039707357,0.010256302,0.011700237,0.008027001,0.0059476164,0.00966142,0.021343447,0.030674653,0.019614656,0.017934538,0.023482118,0.0051641343
3,0.01087793,0.01564926,0.011145642,0.008969465,0.0055132187,0.0050518294,0.009028347,0.020499151,0.020014564,0.009455425,0.01059758,0.014797549,0.014269198
4,0.0019118936,0.0038670055,0.009415804,0.01782537,0.009621718,0.008393362,0.015887449,0.036678683,0.029804548,0.010359703,0.008461074,0.014999188,0.011352247
5,0.006168725,0.008661777,0.011840512,0.010508034,0.007240118,0.0075067333,0.009151978,0.013909988,0.014101608,0.006968513,0.006420044,0.010171424,0.0057438407
6,0.0019942378,0.006093989,0.016878309,0.026779251,0.0066762525,0.004561345,0.013289437,0.0331256,0.014373572,0.008918075,0.0066578826,0.007877981,0.0075377435
7,0.009365103,0.0060133766,0.0106211435,0.012227066,0.008260972,0.008166934,0.012550758,0.026607463,0.029057689,0.013087262,0.01447423,0.019142127,0.013688056
8,0.002814111,0.0047179074,0.007816037,0.008631518,0.0067281113,0.00701402,0.0106175905,0.014769258,0.012421751,0.009089053,0.027052779,0.008186515,0.01686644
9,0.0054298555,0.01299042,0.014657059,0.011586575,0.0075084153,0.0071166423,0.010744753,0.022413064,0.02148677,0.0102281645,0.008506442,0.011199947,0.007986027
10,0.010381798,0.012193247,0.021555852,0.016646802,0.0071114935,0.0061468333,0.010430821,0.023816988,0.022771344,0.01392992,0.012676275,0.01876682,0.0070070596
11,0.001804713,0.0045076148,0.009198476,0.014789001,0.008849041,0.0067832326,0.010736126,0.02757489,0.021254161,0.013830515,0.01235576,0.015084156,0.015771879
12,0.005799222,0.009075261,0.011455888,0.00945492,0.008421986,0.009131779,0.011781707,0.024868691,0.02149952,0.01080479,0.008879046,0.013780144,0.006780542
13,0.005690762,0.008293724,0.011296369,0.010910185,0.0075898315,0.0075690337,0.010029255,0.022796657,0.022205178,0.0077998135,0.008844214,0.012147761,0.0058724727
14,0.0026877772,0.00557245,0.013211363,0.012003771,0.008087775,0.0066096424,0.007306096,0.01991533,0.013658493,0.009517269,0.008987223,0.015556192,0.016365826
15,0.002272183,0.004183265,0.013391893,0.022225186,0.008989842,0.0051457467,0.010795378,0.019758062,0.015575718,0.00844036,0.0071533876,0.00925018,0.009911595
16,0.0028226539,0.0057769087,0.010828582,0.012080575,0.0074682534,0.005659663,0.007918727,0.016116168,0.019804606,0.010347399,0.00847867,0.014961836,0.0071388227
17,0.0021617352,0.0047844015,0.007489894,0.009743269,0.006653015,0.0063264887,0.0076893936,0.0143711,0.013924993,0.010413472,0.0085203815,0.014665492,0.0060888133
18,0.0060021416,0.009892913,0.020037431,0.022410609,0.0127887335,0.007977574,0.010252397,0.031748742,0.028978363,0.015204772,0.010145819,0.015167748,0.024494885
19,0.0038833185,0.007222994,0.01249789,0.010663388,0.008073644,0.0074274405,0.0096712215,0.026139908,0.016716814,0.011637645,0.01068444,0.009230091,0.0056133717
20,0.0019832028,0.011575128,0.012884456,0.0077192225,0.0055553545,0.0055109574,0.0065807775,0.009717614,0.013117048,0.0033696573,0.011660902,0.012655951,0.0038427687
21,0.00537512,0.010257287,0.018679863,0.02536167,0.014957307,0.009178807,0.01304644,0.033841953,0.04256435,0.019757299,0.013972138,0.017028565,0.022125578
22,0.017952174,0.01667327,0.020593211,0.013349427,0.009057636,0.008114208,0.013595276,0.030865725,0.042194437,0.017349279,0.012636618,0.01546632,0.016552791
23,0.014935411,0.01784662,0.018936977,0.023145052,0.017387984,0.013581584,0.011910161,0.020699833,0.02138534,0.02216323,0.03210008,0.10411667,0.060718104
24,0.0034340005,0.008276205,0.015972648,0.01763889,0.010526342,0.00911404,0.013656374,0.026807,0.027157163,0.013672303,0.0102566,0.016951054,0.010674393
25,0.002072337,0.005156037,0.008719068,0.010708348,0.0054106344,0.0049057775,0.010766713,0.020940833,0.01950798,0.009438599,0.0076741334,0.005465509,0.003659225
26,0.0060506114,0.01432417,0.020845234,0.028166648,0.014770227,0.007869486,0.012578248,0.036163047,0.05831807,0.029468667,0.012838364,0.020004587,0.010283129
27,0.0034968958,0.0045234696,0.010948807,0.011276648,0.008059354,0.008138101,0.010461988,0.014536876,0.015774658,0.009125467,0.0076225316,0.009103964,0.004415892
28,0.0047169463,0.006603061,0.009972787,0.009788883,0.007163651,0.007728567,0.011544702,0.031136043,0.041977443,0.01323562,0.009422502,0.010334605,0.0066165393
29,0.002180882,0.0059768194,0.007119683,0.009440509,0.0068946886,0.0067686825,0.008887604,0.015767682,0.018248482,0.014251277,0.014443589,0.025518991,0.008909593
30,0.0010980179,0.0027556247,0.004818164,0.008168513,0.0052502765,0.0048237005,0.007381026,0.013169802,0.010618332,0.007375618,0.00774109,0.013399643,0.00989302
31,0.0029226723,0.0060649076,0.014674849,0.025256574,0.0106798615,0.00760971,0.020135194,0.03858006,0.035049845,0.0118332505,0.0087686675,0.016967308,0.011051368
